Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
42913.0,773.005,292.028924,187.469498,1.557741,0.766742,43294.0,233.748858,0.794053,0.9912,0.902473,0.800431,0.006805,0.001723,0.640689,0.998028,SIRA
55612.0,982.961,389.454975,183.590317,2.121326,0.881918,56771.0,266.096594,0.610048,0.979585,0.723279,0.683254,0.007003,0.000941,0.466836,0.990311,HOROZ
32799.0,653.729,219.905549,190.11234,1.156714,0.502602,33087.0,204.355044,0.746178,0.991296,0.964439,0.8013238834930053,0.006705,0.003084,0.863572,0.998905,SEKER
48959.0,885.222,358.525312,174.564012,2.053833,0.873461,49648.0,249.672856,0.709551,0.986122,0.785124,0.696388,0.007323,0.001062,0.484957,0.99602,HOROZ
41848.0,762.055,282.053829,189.530564,1.488171,0.740582,42261.0,230.830086,0.812236,0.990227,0.905549,0.81839,0.00674,0.001865,0.669762,0.996721,SIRA
33647.0,679.982,251.691287,170.974042,1.472102,0.73386,34049.0,206.979929,0.770677,0.988193,0.914453,0.822356,0.00748,0.00211,0.67627,0.995539,DERMASON
60444.0,1015.689,353.441574,218.53848,1.617297,0.78593,61940.0,277.416097,0.744898,0.975848,0.736278,0.784899,0.005847,0.001369,0.616067,0.996363,BARBUNYA
45512.0,784.574,265.376065,218.623588,1.213849,0.566843,46089.0,240.72324,0.796835,0.987481,0.929112,0.907102,0.005831,0.002435,0.822835,0.998797,SEKER
82787.0,1093.363,427.020479,248.542531,1.718098,0.813161,83424.0,324.665493,0.812577,0.992364,0.870248,0.760304,0.005158,0.001063,0.578063,0.993168,CALI
33058.0,655.511,224.445879,187.878161,1.194635,0.547087,33320.0,205.16031,0.799275,0.992137,0.966777,0.914075,0.006789,0.002924,0.835533,0.998157,SEKER
30748.0,660.344,247.111026,159.37997,1.550452,0.764205,31187.0,197.862502,0.697803,0.985924,0.886107,0.800703,0.008037,0.002038,0.641125,0.994034,DERMASON
63640.0,977.03,380.137547,214.574044,1.771591,0.825458,64680.0,284.655871,0.75697,0.983921,0.837769,0.748823,0.005973,0.001159,0.560736,0.993396,CALI
28429.0,751.652,224.451036,162.690791,1.379617,0.688919,29263.0,190.2549,0.741594,0.9715,0.632321,0.847645,0.007895,0.002514,0.718503,0.991259,DERMASON
36810.0,724.849,274.920453,171.236781,1.605499,0.782334,37354.0,216.490064,0.711607,0.985437,0.880401,0.787464,0.007469,0.001772,0.6201,0.99557,SIRA
28234.0,622.391,227.98503,159.012108,1.433759,0.716617,28560.0,189.60128,0.720844,0.988585,0.915916,0.831639,0.008075,0.002383,0.691624,0.991622,DERMASON
81061.0,1141.82,417.829551,248.466274,1.681635,0.803978,82201.0,321.263242,0.749136,0.986132,0.781316,0.768886,0.005155,0.001111,0.591185,0.994158,BARBUNYA
76634.0,1059.047,424.126896,231.451298,1.832467,0.837973,77236.0,312.367475,0.7501,0.992206,0.85862,0.736495,0.005534,0.001004,0.542425,0.993977,CALI
39504.0,725.338,243.698843,206.713681,1.17892,0.529621,39885.0,224.272279,0.767813,0.990448,0.943561,0.920285,0.006169,0.002729,0.846924,0.998455,SEKER
62524.0,977.204,359.218729,224.136719,1.602677,0.781459,63879.0,282.148949,0.715386,0.978788,0.822785,0.785452,0.005745,0.001349,0.616934,0.988746,BARBUNYA
76440.0,1057.912,408.297551,241.866787,1.688109,0.80566,77990.0,311.971843,0.80835,0.980126,0.858285,0.76408,0.005341,0.001123,0.583818,0.985548,CALI
47484.0,794.213,282.413024,214.382041,1.317335,0.650964,47848.0,245.883116,0.74445,0.992393,0.945983,0.870651,0.005948,0.002108,0.758033,0.998583,SEKER
30851.0,680.959,269.326559,146.143445,1.842892,0.839975,31272.0,198.193626,0.702356,0.986537,0.836059,0.735886,0.00873,0.001579,0.541528,0.997978,DERMASON
33238.0,675.669,251.343652,168.619077,1.4906,0.741574,33623.0,205.718098,0.710745,0.98855,0.914907,0.818473,0.007562,0.002093,0.669899,0.998551,DERMASON
26210.0,607.859,223.429994,149.870211,1.490823,0.741665,26556.0,182.678977,0.727248,0.986971,0.891397,0.817612,0.008525,0.00235,0.668489,0.996599,DERMASON
75698.0,1058.905,415.308997,233.413957,1.779281,0.82712,76255.0,310.454002,0.773368,0.992696,0.84836,0.747525,0.005486,0.001057,0.558794,0.994252,CALI
70924.0,1079.045,391.00665,232.683998,1.680419,0.803659,72038.0,300.504977,0.827343,0.984536,0.765463,0.768542,0.005513,0.001186,0.590657,0.992551,BARBUNYA
39071.0,732.055,263.042509,190.010478,1.384358,0.691521,39545.0,223.039777,0.732297,0.988014,0.916172,0.847923,0.006732,0.002147,0.718973,0.995316,DERMASON
36455.0,718.497,278.793645,167.216017,1.667266,0.800162,36844.0,215.443607,0.773532,0.989442,0.887395,0.772771,0.007648,0.001682,0.597175,0.995649,DERMASON
64346.0,967.065,376.020858,220.880981,1.702369,0.809285,65560.0,286.230452,0.760232,0.981483,0.86461,0.761209,0.005844,0.00121,0.579439,0.986419,CALI
128118.0,1360.135,504.024964,325.678447,1.547615,0.763206,129274.0,403.887242,0.782247,0.991058,0.870274,0.801324,0.003934,0.001001,0.64212,0.993755,BOMBAY
42027.0,741.939,262.020867,204.676277,1.280172,0.62435,42388.0,231.323233,0.762464,0.991483,0.959405,0.882843,0.006235,0.002336,0.779411,0.997781,SEKER
40580.0,793.7559999999999,259.091514,200.518535,1.292108,0.633272,41753.0,227.306095,0.751259,0.971906,0.595048,0.87732,0.006385,0.002333,0.76969,0.994522,SEKER
60090.0,979.426,375.681719,207.457317,1.810887,0.833701,61492.0,276.602538,0.814228,0.9772,0.787171,0.736268,0.006252,0.001133,0.542091,0.981665,HOROZ
45918.0,842.448,350.362556,167.591804,2.090571,0.878176,46281.0,241.794569,0.785406,0.992157,0.81303,0.690127,0.00763,0.001068,0.476275,0.995687,HOROZ
41127.0,783.797,310.508152,169.276963,1.83432,0.838331,41668.0,228.832958,0.810097,0.987016,0.841259,0.736963,0.00755,0.001374,0.543114,0.996245,HOROZ
40672.0,775.893,298.193007,174.135192,1.712422,0.811777,41208.0,227.563615,0.673155,0.986993,0.848988,0.763142,0.007332,0.001534,0.582386,0.99729,SIRA
65503.0,1028.839,333.483926,253.412475,1.315973,0.650047,67100.0,288.79233,0.768093,0.9762,0.777636,0.865986,0.005091,0.001766,0.749931,0.986889,BARBUNYA
38236.0,748.428,270.832898,180.606998,1.49957,0.745185,38938.0,220.643575,0.69761,0.981971,0.857793,0.814685,0.007083,0.001925,0.663712,0.995283,SIRA
43204.0,839.531,346.337144,159.813474,2.167134,0.887172,43959.0,234.540063,0.647076,0.982825,0.770301,0.677202,0.008016,0.00104,0.458602,0.993852,HOROZ
36075.0,702.685,238.165995,193.080956,1.233503,0.585463,36522.0,214.317793,0.755814,0.987761,0.91811,0.899867,0.006602,0.00267,0.809761,0.998843,SEKER
70088.0,1001.046,381.726716,236.039273,1.617217,0.785906,71072.0,298.728662,0.802152,0.986155,0.878912,0.782572,0.005446,0.00126,0.612419,0.990414,CALI
172746.0,1599.927,601.741431,369.432241,1.628828,0.789354,176302.0,468.985115,0.79652,0.97983,0.848042,0.77938,0.003483,0.000793,0.607433,0.989403,BOMBAY
61978.0,1036.289,354.036483,223.583402,1.583465,0.775354,63295.0,280.914294,0.774454,0.979193,0.725247,0.793461,0.005712,0.001397,0.629581,0.99692,BARBUNYA
58043.0,953.88,332.991962,223.079922,1.492703,0.742428,59165.0,271.850405,0.771746,0.981036,0.801627,0.816387,0.005737,0.001572,0.666488,0.994869,BARBUNYA
47534.0,786.076,278.361434,217.784096,1.278153,0.622803,47834.0,246.012537,0.772157,0.993728,0.966685,0.883788,0.005856,0.002204,0.781081,0.998342,SEKER
40064.0,726.711,253.531331,201.601967,1.257584,0.606379,40403.0,225.856302,0.766452,0.99161,0.953324,0.890842,0.006328,0.002458,0.793599,0.998017,SEKER
33206.0,680.423,260.089827,163.10272,1.594638,0.778938,33583.0,205.619047,0.752663,0.988774,0.901298,0.790569,0.007833,0.001887,0.625,0.996649,SIRA
47899.0,825.844,317.342519,194.281894,1.633413,0.790691,48932.0,246.955261,0.790569,0.978889,0.882552,0.778198,0.006625,0.001499,0.605592,0.989181,SIRA
43545.0,781.37,294.441868,188.890889,1.558793,0.767105,44022.0,235.463832,0.69672,0.989165,0.896261,0.799695,0.006762,0.001706,0.639513,0.996868,SIRA
44903.0,772.654,277.138643,206.687258,1.34086,0.666181,45351.0,239.107246,0.736308,0.990121,0.945181,0.862771,0.006172,0.00211,0.744374,0.998101,SEKER
32221.0,667.427,248.509647,166.218244,1.49508,0.743388,32581.0,202.546418,0.827091,0.988951,0.908953,0.815044,0.007713,0.002099,0.664298,0.993178,DERMASON
52950.0,875.744,334.115453,203.278285,1.643636,0.793625,53771.0,259.649829,0.735447,0.984732,0.867604,0.777126,0.00631,0.00142,0.603925,0.992633,SIRA
53171.0,907.287,366.221271,186.294634,1.965818,0.860947,53900.0,260.191122,0.752651,0.986475,0.8117,0.710475,0.006888,0.001083,0.504775,0.992296,HOROZ
37660.0,721.007,271.847526,176.702392,1.538448,0.759929,38035.0,218.975344,0.716842,0.990141,0.910356,0.805508,0.007218,0.001875,0.648843,0.998212,DERMASON
24524.0,585.082,211.996437,147.764541,1.434691,0.717057,24839.0,176.705763,0.794428,0.987318,0.900259,0.833532,0.008644,0.002574,0.694775,0.996788,DERMASON
78046.0,1080.801,413.421349,243.191402,1.699983,0.808686,79645.0,315.232063,0.79303,0.979923,0.839593,0.762496,0.005297,0.001105,0.5814,0.98837,CALI
66314.0,1027.756,365.634365,231.261977,1.58104,0.774564,67453.0,290.574615,0.732978,0.983114,0.788924,0.794714,0.005514,0.001357,0.63157,0.998537,BARBUNYA
60413.0,977.491,390.723211,199.293849,1.960538,0.860136,61469.0,277.344949,0.765051,0.982821,0.794538,0.709825,0.006468,0.001013,0.503851,0.987819,HOROZ
65482.0,1011.661,357.074731,234.226865,1.524482,0.754795,66602.0,288.746034,0.793894,0.983184,0.804011,0.8013238834930053,0.005453,0.001438,0.653904,0.996865,BARBUNYA
37282.0,733.113,272.227648,175.179388,1.553994,0.765443,37918.0,217.873626,0.691406,0.983227,0.8717,0.800336,0.007302,0.001848,0.640538,0.995392,SIRA
72342.0,1046.653,388.476671,238.066398,1.6318,0.790222,73305.0,303.494144,0.819609,0.986863,0.829841,0.781242,0.00537,0.001234,0.610338,0.99595,BARBUNYA
41229.0,758.932,278.991022,188.713597,1.478383,0.736521,41675.0,229.116549,0.714888,0.989298,0.899512,0.8013238834930053,0.006767,0.001899,0.674423,0.997056,SIRA
67987.0,1014.64,398.000883,219.214742,1.815575,0.834644,68693.0,294.217159,0.807063,0.989722,0.829873,0.739237,0.005854,0.001078,0.546472,0.992161,CALI
43670.0,764.703,269.243775,206.669961,1.302772,0.640936,44057.0,235.80155,0.768703,0.991216,0.938442,0.875792,0.006165,0.002237,0.767012,0.999241,SEKER
28847.0,640.822,233.416132,157.987167,1.477437,0.736123,29335.0,191.648483,0.764767,0.983365,0.882746,0.821059,0.008092,0.002268,0.674138,0.995997,DERMASON
58294.0,917.877,342.575826,218.13329,1.570489,0.771075,59011.0,272.437564,0.703269,0.98785,0.86949,0.795262,0.005877,0.00145,0.632442,0.993243,BARBUNYA
44906.0,767.466,263.548227,217.384365,1.212361,0.56537,45287.0,239.115234,0.776652,0.991587,0.958067,0.907292,0.005869,0.002453,0.823179,0.99799,SEKER
34305.0,677.703,242.444365,180.554565,1.342776,0.667371,34672.0,208.993977,0.73997,0.989415,0.938617,0.862029,0.007067,0.002407,0.743093,0.997808,DERMASON
48246.0,828.052,307.850864,200.946664,1.532003,0.757582,48922.0,247.848169,0.741106,0.986182,0.884211,0.805092,0.006381,0.001654,0.648173,0.993002,SIRA
44573.0,789.547,291.418413,195.545145,1.490287,0.741447,45165.0,238.227006,0.711574,0.986893,0.898516,0.817474,0.006538,0.001801,0.668264,0.995905,SIRA
39056.0,740.619,279.923009,178.067572,1.572004,0.771581,39445.0,222.996959,0.787689,0.990138,0.894763,0.796637,0.007167,0.001781,0.63463,0.997641,DERMASON
26724.0,705.478,232.983971,148.202168,1.572069,0.771603,27718.0,184.461523,0.746981,0.964139,0.674752,0.791735,0.008718,0.002113,0.626844,0.985442,DERMASON
42354.0,767.735,286.432023,189.397271,1.512334,0.750184,42806.0,232.22142,0.829543,0.989441,0.902987,0.810738,0.006763,0.001802,0.657297,0.994052,SIRA
64840.0,993.808,391.249901,212.010396,1.845428,0.840456,65580.0,287.327082,0.769523,0.988716,0.824988,0.734383,0.006034,0.001083,0.539318,0.995272,CALI
35509.0,700.973,253.929495,178.438078,1.423068,0.711479,35927.0,212.629873,0.751609,0.988365,0.908125,0.8013238834930053,0.007151,0.002169,0.701168,0.99781,DERMASON
40923.0,742.821,266.194736,196.066951,1.357673,0.676378,41373.0,228.264719,0.735232,0.989123,0.931985,0.85751,0.006505,0.00217,0.735324,0.998329,DERMASON
46365.0,814.795,315.377486,187.804867,1.679283,0.803361,46765.0,242.968622,0.73912,0.991447,0.877614,0.770406,0.006802,0.001478,0.593525,0.996696,SIRA
40204.0,750.526,278.124264,184.403579,1.508237,0.748596,40650.0,226.250575,0.779087,0.989028,0.896907,0.813487,0.006918,0.001869,0.661762,0.998093,DERMASON
73147.0,1045.027,413.988603,227.240482,1.821808,0.835885,74156.0,305.178068,0.759448,0.986394,0.841688,0.737165,0.00566,0.001031,0.543413,0.989994,CALI
50217.0,889.242,360.010615,182.061905,1.977408,0.862702,51848.0,252.860179,0.708,0.968543,0.798033,0.702369,0.007169,0.001076,0.493322,0.975498,HOROZ
70853.0,1087.632,370.819164,244.154889,1.518787,0.75265,72371.0,300.354526,0.726697,0.979025,0.752669,0.809976,0.005234,0.00139,0.656061,0.996416,BARBUNYA
66041.0,995.358,361.837092,233.011772,1.55287,0.765052,67102.0,289.975883,0.72072,0.9882721783557826,0.837654,0.801399,0.005479,0.001394,0.64224,0.997316,BARBUNYA
79790.0,1160.791,425.160478,239.517209,1.775073,0.826213,81401.0,318.73466,0.680529,0.980209,0.744132,0.749681,0.005328,0.001038,0.562021,0.997629,BARBUNYA
65561.0,1019.868,430.748553,195.026926,2.208662,0.891631,66135.0,288.920158,0.761346,0.991321,0.792077,0.67074,0.00657,0.00082,0.449892,0.993659,HOROZ
39046.0,762.103,293.484737,170.065284,1.725718,0.814994,39616.0,222.968409,0.794749,0.985612,0.84481,0.759727,0.007516,0.001545,0.577186,0.99606,SIRA
45032.0,836.404,338.160098,171.568599,1.970991,0.861735,45647.0,239.450461,0.675963,0.986527,0.808908,0.708098,0.007509,0.001165,0.501403,0.98826,HOROZ
86246.0,1179.304,418.33372,263.930315,1.585016,0.775857,88043.0,331.378662,0.799551,0.97959,0.779287,0.792139,0.00485,0.001178,0.627485,0.994574,BARBUNYA
30994.0,650.335,238.284268,165.932173,1.436034,0.71769,31344.0,198.652426,0.755804,0.988834,0.920902,0.833678,0.007688,0.002291,0.69502,0.998072,DERMASON
28322.0,625.881,229.555113,157.485644,1.457626,0.727557,28703.0,189.896525,0.733921,0.986726,0.908553,0.827237,0.008105,0.002341,0.684321,0.997484,DERMASON
73187.0,1095.733,373.353352,250.677651,1.489376,0.741075,74557.0,305.261499,0.696237,0.981625,0.76601,0.817621,0.005101,0.001406,0.668504,0.995654,BARBUNYA
38090.0,805.266,234.894071,207.542971,1.131785,0.468318,39006.0,220.22192,0.792386,0.976516,0.738146,0.937537,0.006167,0.002939,0.878976,0.994812,SEKER
63209.0,996.504,411.757321,196.955091,2.090615,0.878181,63960.0,283.690321,0.802145,0.988258,0.799891,0.688975,0.006514,0.000905,0.474686,0.992386,HOROZ
75650.0,1074.366,419.983661,231.823943,1.811649,0.833855,76498.0,310.355557,0.788514,0.988915,0.823596,0.738971,0.005552,0.001021,0.546077,0.989301,CALI
45297.0,854.181,341.549969,169.670617,2.013018,0.867884,46087.0,240.153975,0.626731,0.982859,0.780152,0.70313,0.00754,0.001137,0.494392,0.995219,HOROZ
27612.0,619.436,235.43481,149.785525,1.571813,0.771518,27945.0,187.501174,0.782254,0.988084,0.904305,0.796404,0.008527,0.002116,0.634259,0.996936,DERMASON
51552.0,916.781,386.768848,170.073764,2.274124,0.89813,52084.0,256.199229,0.584981,0.989786,0.770769,0.662409,0.007502,0.000891,0.438786,0.997854,HOROZ
36184.0,704.297,262.975016,175.455022,1.498817,0.744885,36555.0,214.641328,0.799823,0.989851,0.916674,0.816204,0.007268,0.00199,0.666189,0.998496,DERMASON
82861.0,1120.201,429.183454,248.529029,1.726895,0.815275,84461.0,324.810563,0.765191,0.981056,0.82979,0.756811,0.00518,0.001048,0.572762,0.9891,CALI
32639.0,745.201,267.04221,157.375962,1.696842,0.807892,33708.0,203.855992,0.708312,0.968286,0.738584,0.763385,0.008182,0.001714,0.582757,0.988846,DERMASON
31151.0,659.06,240.203902,165.751487,1.449181,0.723767,31553.0,199.154927,0.716609,0.98726,0.901222,0.829108,0.007711,0.002248,0.68742,0.996196,DERMASON
45601.0,793.7559999999999,285.391435,204.137287,1.398037,0.698829,46050.0,240.958495,0.751847,0.99025,0.925215,0.844309,0.006258,0.001962,0.712857,0.996601,SEKER
52744.0,918.914,390.078499,173.998598,2.241849,0.895003,53485.0,259.144258,0.81301,0.986146,0.784934,0.664339,0.007396,0.000889,0.441346,0.989431,HOROZ
74991.0,1138.087,381.746043,251.83542,1.515855,0.751535,76411.0,309.00082,0.767878,0.981416,0.727559,0.809441,0.005091,0.001348,0.655194,0.99318,BARBUNYA
33725.0,676.717,251.599178,170.906263,1.472147,0.733879,34071.0,207.219699,0.787452,0.989845,0.925439,0.82361,0.00746,0.002118,0.678334,0.998608,DERMASON
28053.0,619.809,232.087381,155.066974,1.496691,0.744035,28323.0,188.992563,0.76202,0.990467,0.917642,0.814316,0.008273,0.002244,0.663111,0.992473,DERMASON
35414.0,680.978,237.137983,190.367856,1.245683,0.596285,35729.0,212.34525,0.764749,0.991184,0.959663,0.89545,0.006696,0.002656,0.801831,0.998827,SEKER
36681.0,708.962,260.860818,179.439978,1.45375,0.725828,37056.0,216.110388,0.731572,0.98988,0.917076,0.828451,0.007112,0.002066,0.686331,0.997753,DERMASON
32749.0,688.667,248.198137,168.56285,1.472437,0.734003,33310.0,204.199221,0.718463,0.983158,0.867739,0.822727,0.007579,0.002142,0.676879,0.996662,DERMASON
114004.0,1279.356,451.361256,323.747996,1.394175,0.696795,115298.0,380.99134,0.748987,0.988777,0.87528,0.844094,0.003959,0.00124,0.712495,0.993342,BOMBAY
32066.0,793.7559999999999,236.436655,173.230899,1.364864,0.68058,32481.0,202.058653,0.780879,0.987223,0.89949,0.8546,0.007373,0.002426,0.73034,0.996815,SEKER
38125.0,704.918,238.64973,203.50742,1.172683,0.522327,38406.0,220.323076,0.793874,0.992683,0.964145,0.923207,0.00626,0.002805,0.852311,0.999491,SEKER
163401.0,1564.022,572.728507,367.5949,1.558043,0.766846,166883.0,456.123464,0.687674,0.979135,0.839419,0.796404,0.003505,0.00087,0.63426,0.988204,BOMBAY
28608.0,637.89,235.021924,155.704338,1.509412,0.749053,29052.0,190.85292,0.694791,0.984717,0.883498,0.8013238834930053,0.008215,0.002204,0.659448,0.995379,DERMASON
39034.0,707.518,241.305499,206.284033,1.169773,0.518848,39306.0,222.934144,0.770388,0.99308,0.979891,0.923867,0.006182,0.002778,0.85353,0.998436,SEKER
154568.0,1481.09,526.797016,375.037698,1.404651,0.70226,156202.0,443.623816,0.759384,0.989539,0.885455,0.842115,0.003408,0.001057,0.709158,0.99612,BOMBAY
87843.0,1160.9,466.28198,241.910147,1.927501,0.854892,88804.0,334.432626,0.742544,0.989178,0.819082,0.717233,0.005308,0.000866,0.514423,0.99155,CALI
46383.0,820.606,306.53313,194.363877,1.57711,0.773275,47250.0,243.015781,0.813394,0.981651,0.865564,0.792788,0.006609,0.00161,0.628513,0.991234,SIRA
44193.0,808.541,308.871947,183.468689,1.683513,0.804468,44887.0,237.209349,0.724749,0.984539,0.849492,0.767986,0.006989,0.0015,0.589803,0.99294,SIRA
38095.0,734.307,270.143673,179.886884,1.501742,0.746047,38513.0,220.236374,0.789697,0.989147,0.887815,0.815256,0.007091,0.001932,0.664643,0.998122,SIRA
31472.0,685.062,252.002537,159.332445,1.581615,0.774752,31945.0,200.178408,0.696252,0.985193,0.842703,0.794351,0.008007,0.001967,0.630993,0.997988,DERMASON
24702.0,580.296,215.323092,146.224561,1.472551,0.734052,25013.0,177.345886,0.718499,0.987566,0.921813,0.823627,0.008717,0.002474,0.678361,0.998921,DERMASON
34566.0,690.139,252.032718,175.303017,1.437698,0.718471,35009.0,209.787507,0.740933,0.987346,0.911981,0.832382,0.007291,0.002159,0.69286,0.996123,DERMASON
